_id,year,month,date,time,location,indicator,unit,value,note
99879,2023,February,17-02-2023,02:00,MALAKPET,PM2.5,ug/m3,28.41,
100124,2023,February,17-02-2023,03:00,MALAKPET,SO2,ug/m3,9.83,
100125,2023,February,17-02-2023,03:00,MALAKPET,NO2,ug/m3,11.12,
100126,2023,February,17-02-2023,03:00,MALAKPET,PM10,ug/m3,90.04,
100127,2023,February,17-02-2023,03:00,MALAKPET,NH3,ug/m3,10.03,
100128,2023,February,17-02-2023,03:00,MALAKPET,NO,ug/m3,5.13,
100129,2023,February,17-02-2023,03:00,MALAKPET,CO,mg/m3,1.74,
100130,2023,February,17-02-2023,03:00,MALAKPET,PM2.5,ug/m3,25.2,
100131,2023,February,17-02-2023,03:00,MALAKPET,NOx,ppb,16.48,
100132,2023,February,17-02-2023,03:00,MALAKPET,Ozone,ug/m3,11.29,
100133,2023,February,17-02-2023,03:00,MALAKPET,WS,m/s,0.09,
100134,2023,February,17-02-2023,03:00,MALAKPET,WD,DEGREE,133.67,
100135,2023,February,17-02-2023,03:00,MALAKPET,RH,%,28.02,
100136,2023,February,17-02-2023,03:00,MALAKPET,Temp,degreC,31.1,
100137,2023,February,17-02-2023,03:00,MALAKPET,SR,W/m2,0,
100138,2023,February,17-02-2023,03:00,MALAKPET,Xylene,ug/m3,4.18,
100139,2023,February,17-02-2023,03:00,MALAKPET,MP-Xylene,ug/m3,3.29,
